Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-5887.643	-6062.835	175.1918	1.207465	0.306912	4.511752
6	-5879.896	-6053.694	173.7986	1.169647	0.306912	5.308587
12	-5889.531	-6062.724	173.1931	1.089357	0.2848477	5.714262
18	-5899.504	-6074.171	174.6669	1.196515	0.2332082	4.914498
24	-5894.412	-6070.501	176.0889	1.291288	0.2950743	3.971256
30	-5893.961	-6067.928	173.9677	1.146746	0.2504353	5.304159
36	-5904.583	-6078.464	173.8807	1.146746	0.2851521	5.304159
42	-5900.287	-6074.543	174.2562	1.092465	0.2680963	5.14968
48	-5897.693	-6070.819	173.1259	0.9674457	0.2837022	5.819316
54	-5895.549	-6069.113	173.5643	1.027333	0.2337603	5.616403
60	-5900.165	-6072.806	172.6415	0.9442308	0.3082918	6.06487
66	-5901.572	-6074.948	173.3765	1.024655	0.3006291	5.628692
72	-5895.608	-6068.149	172.5414	1.048951	0.2853318	6.091727
78	-5890.743	-6064.491	173.7475	0.9693775	0.2489208	5.525321
84	-5885.525	-6058.76	173.2347	1.064837	0.2489208	5.754302
90	-5887.728	-6060.43	172.7021	0.9751411	0.2489208	6.094144
96	-5892.08	-6064.006	171.926	1.002825	0.2926786	6.441606
102	-5884.9	-6058.043	173.1433	1.023488	0.2460122	5.831153
108	-5884.822	-6056.681	171.8589	1.018385	0.2531344	6.522634
114	-5878.283	-6052.065	173.7814	0.9601015	0.3172614	5.420693
120	-5875.077	-6049.011	173.9337	0.9577589	0.2946727	5.366654
126	-5880.97	-6053.42	172.4493	1.085051	0.2508299	6.169212
132	-5879.686	-6051.502	171.8165	0.8921832	0.2425224	6.628928
138	-5887.568	-6058.219	170.6517	0.9290683	0.312879	7.143987
144	-5889.031	-6062.893	173.8623	1.096767	0.2948524	5.329154
150	-5873.816	-6048.097	174.2814	1.006412	0.259265	5.195765
156	-5878.62	-6052.573	173.9532	1.00053	0.2675523	5.368644
162	-5879.269	-6051.972	172.7022	0.946924	0.2866348	6.058004
168	-5884.988	-6058.036	173.0479	1.032519	0.2143932	5.92587
174	-5891.961	-6067.619	175.658	1.232589	0.2442554	4.321807
180	-5880.12	-6055.397	175.2777	1.169713	0.2795313	4.521103
186	-5878.162	-6052.635	174.4726	1.175479	0.2682862	4.983351
192	-5873.958	-6049.768	175.8097	1.202437	0.2242981	4.283734
198	-5879.272	-6054.218	174.9453	1.114059	0.287197	4.728291
204	-5876.546	-6051.491	174.9453	1.114059	0.287197	4.728291
210	-5879.828	-6053.239	173.4113	1.041231	0.2317028	5.695785
216	-5876.238	-6049.48	173.2422	1.041231	0.2986405	5.695785
222	-5864.081	-6037.929	173.8478	0.9972039	0.2182408	5.500874
228	-5867.359	-6041.381	174.0227	1.101637	0.2568127	5.289588
234	-5866.236	-6041.84	175.6039	1.142459	0.3165411	4.303664
240	-5892.456	-6067.027	174.5713	1.061425	0.3140139	4.931427
246	-5890.033	-6062.892	172.8587	1.061425	0.2494854	5.960935
252	-5877.05	-6049.299	172.2496	0.9733056	0.2656079	6.317923
258	-5870.871	-6043.599	172.728	0.9733056	0.2782631	6.040574
264	-5883.532	-6055.357	171.825	0.9670567	0.2876818	6.522167
270	-5881.891	-6055.106	173.2142	0.9512984	0.2544078	5.819849
276	-5878.864	-6052.79	173.9262	1.111002	0.2495465	5.34808
282	-5896.947	-6073.274	176.3269	1.277502	0.2557525	3.898281
